R,G,B,color_name,class
0.627,0.259,0.114,ORANGE,1
0.485,0.409,0.106,ORANGE,1
0.568,0.338,0.094,ORANGE,1
0.422,0.409,0.168,ORANGE,1
0.782,0.134,0.083,ORANGE,1
0.582,0.306,0.112,ORANGE,1
0.612,0.275,0.113,ORANGE,1
0.667,0.275,0.058,ORANGE,1
0.537,0.345,0.118,ORANGE,1
0.685,0.158,0.157,ORANGE,1
0.564,0.285,0.151,ORANGE,1
0.649,0.241,0.110,ORANGE,1
0.581,0.349,0.070,ORANGE,1
0.622,0.274,0.104,ORANGE,1
0.512,0.347,0.141,ORANGE,1
0.613,0.282,0.105,ORANGE,1
0.668,0.214,0.118,ORANGE,1
0.469,0.401,0.129,ORANGE,1
0.554,0.343,0.103,ORANGE,1
0.642,0.273,0.085,ORANGE,1
0.556,0.392,0.053,ORANGE,1
0.515,0.331,0.154,ORANGE,1
0.631,0.278,0.091,ORANGE,1
0.565,0.257,0.177,ORANGE,1
0.695,0.209,0.096,ORANGE,1
0.697,0.202,0.101,ORANGE,1
0.798,0.125,0.077,ORANGE,1
0.690,0.234,0.076,ORANGE,1
0.499,0.361,0.140,ORANGE,1
0.689,0.233,0.078,ORANGE,1
0.580,0.328,0.093,ORANGE,1
0.645,0.249,0.107,ORANGE,1
0.526,0.332,0.142,ORANGE,1
0.606,0.290,0.104,ORANGE,1
0.522,0.351,0.127,ORANGE,1
0.519,0.258,0.223,ORANGE,1
0.556,0.368,0.076,ORANGE,1
0.591,0.298,0.112,ORANGE,1
0.803,0.142,0.055,ORANGE,1
0.572,0.320,0.108,ORANGE,1
0.611,0.266,0.123,ORANGE,1
0.685,0.160,0.155,ORANGE,1
0.578,0.317,0.105,ORANGE,1
0.656,0.221,0.123,ORANGE,1
0.574,0.310,0.115,ORANGE,1
0.647,0.259,0.094,ORANGE,1
0.698,0.236,0.066,ORANGE,1
0.585,0.273,0.142,ORANGE,1
0.639,0.302,0.059,ORANGE,1
0.520,0.378,0.102,ORANGE,1
0.659,0.256,0.085,ORANGE,1
0.693,0.297,0.010,ORANGE,1
0.465,0.279,0.256,ORANGE,1
0.668,0.248,0.085,ORANGE,1
0.658,0.261,0.081,ORANGE,1
0.581,0.308,0.111,ORANGE,1
0.529,0.352,0.119,ORANGE,1
0.567,0.307,0.127,ORANGE,1
0.656,0.199,0.145,ORANGE,1
0.576,0.288,0.136,ORANGE,1
0.708,0.229,0.063,ORANGE,1
0.644,0.230,0.126,ORANGE,1
0.673,0.225,0.102,ORANGE,1
0.771,0.096,0.133,ORANGE,1
0.633,0.262,0.106,ORANGE,1
0.622,0.258,0.120,ORANGE,1
0.548,0.301,0.152,ORANGE,1
0.614,0.292,0.094,ORANGE,1
0.454,0.357,0.189,ORANGE,1
0.650,0.314,0.037,ORANGE,1
0.536,0.289,0.176,ORANGE,1
0.533,0.334,0.133,ORANGE,1
0.630,0.196,0.174,ORANGE,1
0.660,0.261,0.079,ORANGE,1
0.659,0.266,0.076,ORANGE,1
0.698,0.222,0.080,ORANGE,1
0.549,0.352,0.099,ORANGE,1
0.553,0.314,0.133,ORANGE,1
0.702,0.188,0.110,ORANGE,1
0.668,0.267,0.065,ORANGE,1
0.689,0.228,0.083,ORANGE,1
0.582,0.309,0.109,ORANGE,1
0.665,0.248,0.087,ORANGE,1
0.562,0.266,0.172,ORANGE,1
0.598,0.236,0.165,ORANGE,1
0.539,0.351,0.110,ORANGE,1
0.707,0.223,0.070,ORANGE,1
0.684,0.227,0.089,ORANGE,1
0.571,0.356,0.072,ORANGE,1
0.636,0.252,0.113,ORANGE,1
0.594,0.286,0.119,ORANGE,1
0.649,0.227,0.123,ORANGE,1
0.515,0.381,0.104,ORANGE,1
0.500,0.425,0.075,ORANGE,1
0.597,0.256,0.147,ORANGE,1
0.540,0.324,0.136,ORANGE,1
0.618,0.339,0.043,ORANGE,1
0.471,0.395,0.134,ORANGE,1
0.595,0.338,0.067,ORANGE,1
0.666,0.253,0.082,ORANGE,1
0.614,0.277,0.108,ORANGE,1
0.569,0.290,0.141,ORANGE,1
0.602,0.261,0.137,ORANGE,1
0.605,0.233,0.162,ORANGE,1
0.584,0.319,0.097,ORANGE,1
0.610,0.272,0.118,ORANGE,1
0.585,0.253,0.162,ORANGE,1
0.566,0.388,0.046,ORANGE,1
0.662,0.237,0.101,ORANGE,1
0.586,0.288,0.125,ORANGE,1
0.606,0.348,0.046,ORANGE,1
0.607,0.295,0.099,ORANGE,1
0.503,0.368,0.128,ORANGE,1
0.479,0.371,0.150,ORANGE,1
0.619,0.258,0.122,ORANGE,1
0.585,0.368,0.047,ORANGE,1
0.526,0.351,0.124,ORANGE,1
0.602,0.276,0.122,ORANGE,1
0.600,0.265,0.135,ORANGE,1
0.645,0.230,0.125,ORANGE,1
0.576,0.283,0.141,ORANGE,1
0.537,0.335,0.128,ORANGE,1
0.570,0.306,0.124,ORANGE,1
0.571,0.338,0.090,ORANGE,1
0.545,0.363,0.092,ORANGE,1
0.666,0.280,0.054,ORANGE,1
0.630,0.266,0.103,ORANGE,1
0.553,0.412,0.035,ORANGE,1
0.525,0.314,0.160,ORANGE,1
0.605,0.306,0.088,ORANGE,1
0.542,0.270,0.188,ORANGE,1
0.645,0.252,0.103,ORANGE,1
0.635,0.294,0.071,ORANGE,1
0.574,0.363,0.064,ORANGE,1
0.675,0.226,0.099,ORANGE,1
0.570,0.285,0.145,ORANGE,1
0.585,0.269,0.145,ORANGE,1
0.555,0.331,0.113,ORANGE,1
0.624,0.261,0.115,ORANGE,1
0.534,0.315,0.150,ORANGE,1
0.577,0.266,0.157,ORANGE,1
0.751,0.167,0.082,ORANGE,1
0.706,0.208,0.086,ORANGE,1
0.676,0.204,0.120,ORANGE,1
0.583,0.279,0.138,ORANGE,1
0.599,0.267,0.134,ORANGE,1
0.693,0.206,0.101,ORANGE,1
0.701,0.227,0.073,ORANGE,1
0.492,0.333,0.174,ORANGE,1
0.581,0.330,0.089,ORANGE,1
0.735,0.167,0.099,ORANGE,1
0.513,0.343,0.144,ORANGE,1
0.480,0.365,0.155,ORANGE,1
0.643,0.259,0.098,ORANGE,1
0.387,0.397,0.216,ORANGE,1
0.528,0.374,0.098,ORANGE,1
0.538,0.332,0.129,ORANGE,1
0.653,0.234,0.113,ORANGE,1
0.594,0.317,0.089,ORANGE,1
0.510,0.388,0.103,ORANGE,1
0.520,0.312,0.168,ORANGE,1
0.666,0.260,0.074,ORANGE,1
0.651,0.228,0.121,ORANGE,1
0.579,0.294,0.127,ORANGE,1
0.653,0.205,0.142,ORANGE,1
0.444,0.380,0.176,ORANGE,1
0.494,0.327,0.179,ORANGE,1
0.488,0.298,0.214,ORANGE,1
0.759,0.178,0.063,ORANGE,1
0.617,0.273,0.111,ORANGE,1
0.579,0.295,0.126,ORANGE,1
0.610,0.296,0.094,ORANGE,1
0.676,0.223,0.101,ORANGE,1
0.597,0.256,0.148,ORANGE,1
0.636,0.222,0.142,ORANGE,1
0.661,0.264,0.075,ORANGE,1
0.634,0.232,0.134,ORANGE,1
0.625,0.276,0.098,ORANGE,1
0.609,0.325,0.066,ORANGE,1
0.533,0.398,0.069,ORANGE,1
0.493,0.378,0.129,ORANGE,1
0.611,0.306,0.083,ORANGE,1
0.500,0.389,0.111,ORANGE,1
0.527,0.357,0.116,ORANGE,1
0.648,0.250,0.102,ORANGE,1
0.594,0.272,0.134,ORANGE,1
0.694,0.208,0.099,ORANGE,1
0.519,0.408,0.073,ORANGE,1
0.479,0.409,0.111,ORANGE,1
0.599,0.278,0.123,ORANGE,1
0.460,0.379,0.161,ORANGE,1
0.654,0.252,0.094,ORANGE,1
0.694,0.169,0.138,ORANGE,1
0.654,0.262,0.084,ORANGE,1
0.573,0.343,0.084,ORANGE,1
0.678,0.267,0.055,ORANGE,1
0.555,0.323,0.121,ORANGE,1
0.525,0.318,0.158,ORANGE,1
0.659,0.302,0.040,ORANGE,1
0.609,0.305,0.086,ORANGE,1
0.452,0.406,0.142,ORANGE,1
0.594,0.276,0.130,ORANGE,1
0.533,0.358,0.109,ORANGE,1
0.721,0.194,0.085,ORANGE,1
0.597,0.295,0.108,ORANGE,1
0.555,0.301,0.143,ORANGE,1
0.609,0.292,0.099,ORANGE,1
0.650,0.253,0.097,ORANGE,1
0.654,0.226,0.119,ORANGE,1
0.482,0.319,0.199,ORANGE,1
0.546,0.305,0.150,ORANGE,1
0.585,0.262,0.153,ORANGE,1
0.560,0.320,0.120,ORANGE,1
0.492,0.414,0.094,ORANGE,1
0.562,0.378,0.060,ORANGE,1
0.605,0.286,0.109,ORANGE,1
0.576,0.313,0.112,ORANGE,1
0.561,0.307,0.131,ORANGE,1
0.490,0.378,0.132,ORANGE,1
0.504,0.422,0.075,ORANGE,1
0.616,0.265,0.119,ORANGE,1
0.668,0.191,0.141,ORANGE,1
0.455,0.405,0.140,ORANGE,1
0.630,0.264,0.106,ORANGE,1
0.428,0.420,0.153,ORANGE,1
0.602,0.265,0.132,ORANGE,1
0.680,0.217,0.103,ORANGE,1
0.638,0.229,0.134,ORANGE,1
0.601,0.235,0.164,ORANGE,1
0.626,0.267,0.107,ORANGE,1
0.530,0.326,0.144,ORANGE,1
0.709,0.217,0.074,ORANGE,1
0.673,0.180,0.147,ORANGE,1
0.599,0.283,0.118,ORANGE,1
0.526,0.323,0.151,ORANGE,1
0.593,0.326,0.081,ORANGE,1
0.512,0.339,0.149,ORANGE,1
0.618,0.299,0.084,ORANGE,1
0.764,0.213,0.023,ORANGE,1
0.500,0.359,0.141,ORANGE,1
0.628,0.227,0.145,ORANGE,1
0.537,0.332,0.132,ORANGE,1
0.637,0.186,0.177,ORANGE,1
0.719,0.145,0.137,ORANGE,1
0.679,0.230,0.091,ORANGE,1
0.559,0.255,0.187,ORANGE,1
0.537,0.384,0.079,ORANGE,1
0.590,0.276,0.135,ORANGE,1
0.650,0.219,0.131,ORANGE,1
0.602,0.293,0.105,ORANGE,1
0.480,0.424,0.096,ORANGE,1
0.544,0.299,0.157,ORANGE,1
0.617,0.269,0.114,ORANGE,1
0.614,0.270,0.116,ORANGE,1
0.674,0.184,0.141,ORANGE,1
0.547,0.301,0.152,ORANGE,1
0.558,0.303,0.139,ORANGE,1
0.501,0.413,0.086,ORANGE,1
0.642,0.291,0.067,ORANGE,1
0.630,0.304,0.066,ORANGE,1
0.555,0.333,0.112,ORANGE,1
0.759,0.220,0.022,ORANGE,1
0.601,0.311,0.089,ORANGE,1
0.509,0.309,0.182,ORANGE,1
0.686,0.195,0.119,ORANGE,1
0.638,0.278,0.083,ORANGE,1
0.585,0.303,0.112,ORANGE,1
0.609,0.278,0.114,ORANGE,1
0.508,0.334,0.159,ORANGE,1
0.563,0.353,0.084,ORANGE,1
0.599,0.336,0.065,ORANGE,1
0.586,0.317,0.097,ORANGE,1
0.525,0.357,0.117,ORANGE,1
0.850,0.117,0.034,ORANGE,1
0.646,0.267,0.086,ORANGE,1
0.603,0.263,0.134,ORANGE,1
0.620,0.279,0.101,ORANGE,1
0.654,0.217,0.129,ORANGE,1
0.563,0.355,0.082,ORANGE,1
0.518,0.357,0.124,ORANGE,1
0.611,0.291,0.098,ORANGE,1
0.638,0.281,0.081,ORANGE,1
0.593,0.272,0.136,ORANGE,1
0.693,0.177,0.130,ORANGE,1
0.680,0.225,0.094,ORANGE,1
0.563,0.336,0.101,ORANGE,1
0.474,0.390,0.135,ORANGE,1
0.543,0.321,0.136,ORANGE,1
0.721,0.195,0.084,ORANGE,1
0.657,0.214,0.128,ORANGE,1
0.546,0.328,0.126,ORANGE,1
0.667,0.259,0.074,ORANGE,1
0.615,0.292,0.093,ORANGE,1
0.680,0.212,0.108,ORANGE,1
0.605,0.261,0.134,ORANGE,1
0.666,0.288,0.046,ORANGE,1
0.567,0.353,0.079,ORANGE,1
0.678,0.224,0.098,ORANGE,1
0.605,0.263,0.132,ORANGE,1
0.547,0.364,0.089,ORANGE,1
0.610,0.294,0.095,ORANGE,1
0.602,0.277,0.120,ORANGE,1
