R,G,B,color_name,class
0.536,0.008,0.456,PINK,3
0.332,0.085,0.584,PINK,3
0.339,0.037,0.624,PINK,3
0.436,0.031,0.534,PINK,3
0.500,0.025,0.475,PINK,3
0.521,0.029,0.451,PINK,3
0.440,0.029,0.531,PINK,3
0.401,0.022,0.578,PINK,3
0.283,0.055,0.662,PINK,3
0.397,0.021,0.582,PINK,3
0.544,0.044,0.412,PINK,3
0.485,0.049,0.466,PINK,3
0.412,0.020,0.568,PINK,3
0.440,0.026,0.534,PINK,3
0.400,0.014,0.585,PINK,3
0.477,0.006,0.517,PINK,3
0.400,0.027,0.573,PINK,3
0.509,0.054,0.437,PINK,3
0.335,0.008,0.657,PINK,3
0.428,0.055,0.517,PINK,3
0.458,0.000,0.542,PINK,3
0.648,0.021,0.331,PINK,3
0.562,0.029,0.409,PINK,3
0.555,0.009,0.436,PINK,3
0.463,0.033,0.504,PINK,3
0.468,0.030,0.502,PINK,3
0.573,0.042,0.385,PINK,3
0.594,0.047,0.359,PINK,3
0.423,0.037,0.539,PINK,3
0.396,0.027,0.577,PINK,3
0.505,0.007,0.488,PINK,3
0.543,0.045,0.413,PINK,3
0.351,0.030,0.620,PINK,3
0.406,0.023,0.571,PINK,3
0.373,0.025,0.603,PINK,3
0.467,0.019,0.514,PINK,3
0.481,0.032,0.487,PINK,3
0.446,0.039,0.514,PINK,3
0.563,0.019,0.417,PINK,3
0.437,0.025,0.538,PINK,3
0.559,0.035,0.406,PINK,3
0.444,0.051,0.504,PINK,3
0.396,0.014,0.589,PINK,3
0.516,0.039,0.444,PINK,3
0.455,0.022,0.523,PINK,3
0.435,0.030,0.535,PINK,3
0.431,0.041,0.528,PINK,3
0.373,0.013,0.613,PINK,3
0.438,0.034,0.528,PINK,3
0.513,0.058,0.429,PINK,3
0.553,0.026,0.420,PINK,3
0.396,0.020,0.584,PINK,3
0.448,0.041,0.511,PINK,3
0.410,0.034,0.556,PINK,3
0.412,0.045,0.543,PINK,3
0.346,0.033,0.621,PINK,3
0.459,0.028,0.513,PINK,3
0.511,0.014,0.475,PINK,3
0.517,0.003,0.480,PINK,3
0.573,0.016,0.411,PINK,3
0.496,0.049,0.456,PINK,3
0.397,0.015,0.588,PINK,3
0.422,0.038,0.540,PINK,3
0.404,0.036,0.561,PINK,3
0.386,0.035,0.580,PINK,3
0.448,0.014,0.538,PINK,3
0.458,0.029,0.513,PINK,3
0.355,0.005,0.640,PINK,3
0.519,0.001,0.481,PINK,3
0.530,0.040,0.430,PINK,3
0.378,0.000,0.622,PINK,3
0.373,0.039,0.588,PINK,3
0.511,0.039,0.450,PINK,3
0.592,0.018,0.390,PINK,3
0.338,0.004,0.657,PINK,3
0.651,0.008,0.341,PINK,3
0.505,0.071,0.424,PINK,3
0.402,0.024,0.574,PINK,3
0.366,0.028,0.605,PINK,3
0.390,0.025,0.584,PINK,3
0.426,0.032,0.542,PINK,3
0.468,0.033,0.499,PINK,3
0.485,0.004,0.511,PINK,3
0.532,0.033,0.435,PINK,3
0.488,0.055,0.457,PINK,3
0.519,0.026,0.455,PINK,3
0.504,0.034,0.463,PINK,3
0.381,0.024,0.595,PINK,3
0.473,0.029,0.498,PINK,3
0.449,0.000,0.551,PINK,3
0.406,0.010,0.584,PINK,3
0.388,0.018,0.595,PINK,3
0.434,0.040,0.526,PINK,3
0.553,0.041,0.406,PINK,3
0.601,0.009,0.390,PINK,3
0.447,0.047,0.506,PINK,3
0.565,0.043,0.392,PINK,3
0.602,0.058,0.339,PINK,3
0.534,0.039,0.427,PINK,3
0.455,0.012,0.533,PINK,3
0.483,0.056,0.461,PINK,3
0.530,0.019,0.452,PINK,3
0.505,0.000,0.495,PINK,3
0.349,0.027,0.624,PINK,3
0.674,0.002,0.324,PINK,3
0.498,0.016,0.487,PINK,3
0.258,0.011,0.731,PINK,3
0.466,0.037,0.497,PINK,3
0.551,0.029,0.420,PINK,3
0.477,0.012,0.510,PINK,3
0.519,0.014,0.467,PINK,3
0.474,0.018,0.509,PINK,3
0.492,0.023,0.485,PINK,3
0.374,0.036,0.590,PINK,3
0.657,0.028,0.315,PINK,3
0.388,0.006,0.606,PINK,3
0.385,0.046,0.569,PINK,3
0.267,0.028,0.705,PINK,3
0.439,0.008,0.553,PINK,3
0.468,0.017,0.515,PINK,3
0.579,0.037,0.384,PINK,3
0.488,0.024,0.488,PINK,3
0.434,0.029,0.537,PINK,3
0.500,0.018,0.482,PINK,3
0.382,0.040,0.578,PINK,3
0.403,0.032,0.565,PINK,3
0.363,0.041,0.596,PINK,3
0.314,0.048,0.638,PINK,3
0.416,0.038,0.546,PINK,3
0.428,0.037,0.535,PINK,3
0.414,0.034,0.552,PINK,3
0.573,0.018,0.409,PINK,3
0.611,0.014,0.374,PINK,3
0.394,0.057,0.549,PINK,3
0.385,0.033,0.581,PINK,3
0.586,0.021,0.393,PINK,3
0.327,0.022,0.650,PINK,3
0.430,0.011,0.559,PINK,3
0.489,0.042,0.469,PINK,3
0.538,0.036,0.426,PINK,3
0.425,0.040,0.535,PINK,3
0.416,0.000,0.584,PINK,3
0.355,0.028,0.618,PINK,3
0.563,0.020,0.417,PINK,3
0.442,0.076,0.482,PINK,3
0.505,0.014,0.481,PINK,3
0.461,0.012,0.527,PINK,3
0.308,0.004,0.688,PINK,3
0.532,0.013,0.456,PINK,3
0.430,0.023,0.548,PINK,3
0.486,0.046,0.468,PINK,3
0.472,0.033,0.495,PINK,3
0.390,0.048,0.563,PINK,3
0.383,0.045,0.572,PINK,3
0.353,0.030,0.617,PINK,3
0.298,0.024,0.678,PINK,3
0.374,0.000,0.626,PINK,3
0.314,0.017,0.669,PINK,3
0.450,0.024,0.527,PINK,3
0.455,0.065,0.480,PINK,3
0.546,0.015,0.440,PINK,3
0.494,0.045,0.461,PINK,3
0.488,0.036,0.476,PINK,3
0.409,0.042,0.549,PINK,3
0.429,0.051,0.520,PINK,3
0.408,0.016,0.576,PINK,3
0.430,0.004,0.566,PINK,3
0.534,0.023,0.443,PINK,3
0.467,0.073,0.460,PINK,3
0.429,0.031,0.540,PINK,3
0.503,0.052,0.445,PINK,3
0.444,0.024,0.532,PINK,3
0.524,0.013,0.463,PINK,3
0.478,0.020,0.502,PINK,3
0.324,0.009,0.667,PINK,3
0.382,0.042,0.576,PINK,3
0.547,0.019,0.434,PINK,3
0.448,0.033,0.519,PINK,3
0.392,0.040,0.568,PINK,3
0.373,0.001,0.626,PINK,3
0.397,0.011,0.592,PINK,3
0.440,0.027,0.533,PINK,3
0.500,0.024,0.475,PINK,3
0.400,0.029,0.571,PINK,3
0.551,0.043,0.406,PINK,3
0.396,0.032,0.572,PINK,3
0.560,0.048,0.392,PINK,3
0.437,0.025,0.538,PINK,3
0.561,0.031,0.407,PINK,3
0.528,0.042,0.430,PINK,3
0.543,0.042,0.415,PINK,3
0.418,0.033,0.549,PINK,3
0.358,0.042,0.601,PINK,3
0.437,0.027,0.536,PINK,3
0.607,0.018,0.375,PINK,3
0.450,0.054,0.496,PINK,3
0.397,0.034,0.569,PINK,3
0.447,0.045,0.508,PINK,3
0.458,0.034,0.508,PINK,3
0.411,0.046,0.542,PINK,3
0.392,0.004,0.603,PINK,3
0.660,0.000,0.340,PINK,3
0.446,0.020,0.534,PINK,3
0.434,0.069,0.497,PINK,3
0.419,0.035,0.547,PINK,3
0.357,0.000,0.643,PINK,3
0.572,0.006,0.422,PINK,3
0.417,0.042,0.541,PINK,3
0.579,0.012,0.409,PINK,3
0.365,0.010,0.625,PINK,3
0.457,0.005,0.538,PINK,3
0.380,0.046,0.575,PINK,3
0.416,0.010,0.575,PINK,3
0.468,0.030,0.502,PINK,3
0.540,0.020,0.441,PINK,3
0.411,0.030,0.559,PINK,3
0.475,0.008,0.517,PINK,3
0.486,0.019,0.495,PINK,3
0.531,0.000,0.469,PINK,3
0.525,0.019,0.457,PINK,3
0.373,0.019,0.608,PINK,3
0.484,0.020,0.496,PINK,3
0.471,0.076,0.454,PINK,3
0.451,0.000,0.549,PINK,3
