R,G,B,color_name,class
0.086,0.368,0.546,BLUE,7
0.015,0.384,0.602,BLUE,7
0.065,0.420,0.515,BLUE,7
0.061,0.306,0.633,BLUE,7
0.005,0.280,0.715,BLUE,7
0.066,0.299,0.635,BLUE,7
0.017,0.181,0.802,BLUE,7
0.016,0.377,0.607,BLUE,7
0.025,0.380,0.595,BLUE,7
0.013,0.349,0.638,BLUE,7
0.016,0.235,0.749,BLUE,7
0.051,0.404,0.545,BLUE,7
0.033,0.471,0.496,BLUE,7
0.063,0.297,0.640,BLUE,7
0.019,0.417,0.564,BLUE,7
0.044,0.419,0.536,BLUE,7
0.030,0.424,0.547,BLUE,7
0.026,0.295,0.680,BLUE,7
0.010,0.346,0.644,BLUE,7
0.092,0.261,0.647,BLUE,7
0.053,0.341,0.606,BLUE,7
0.030,0.345,0.625,BLUE,7
0.060,0.362,0.578,BLUE,7
0.031,0.307,0.663,BLUE,7
0.020,0.354,0.627,BLUE,7
0.063,0.316,0.621,BLUE,7
0.034,0.362,0.604,BLUE,7
0.023,0.332,0.645,BLUE,7
0.023,0.219,0.758,BLUE,7
0.043,0.307,0.650,BLUE,7
0.049,0.244,0.707,BLUE,7
0.056,0.443,0.500,BLUE,7
0.029,0.471,0.501,BLUE,7
0.000,0.330,0.670,BLUE,7
0.023,0.233,0.744,BLUE,7
0.006,0.392,0.602,BLUE,7
0.048,0.342,0.610,BLUE,7
0.012,0.426,0.562,BLUE,7
0.027,0.360,0.613,BLUE,7
0.052,0.419,0.529,BLUE,7
0.012,0.335,0.653,BLUE,7
0.042,0.301,0.657,BLUE,7
0.031,0.334,0.635,BLUE,7
0.041,0.323,0.636,BLUE,7
0.020,0.302,0.678,BLUE,7
0.028,0.275,0.697,BLUE,7
0.026,0.421,0.553,BLUE,7
0.039,0.271,0.691,BLUE,7
0.033,0.279,0.688,BLUE,7
0.055,0.383,0.561,BLUE,7
0.030,0.334,0.636,BLUE,7
0.034,0.405,0.562,BLUE,7
0.059,0.329,0.611,BLUE,7
0.045,0.295,0.660,BLUE,7
0.018,0.360,0.623,BLUE,7
0.080,0.313,0.608,BLUE,7
0.047,0.342,0.610,BLUE,7
0.017,0.332,0.652,BLUE,7
0.054,0.209,0.738,BLUE,7
0.057,0.269,0.674,BLUE,7
0.031,0.293,0.677,BLUE,7
0.048,0.346,0.606,BLUE,7
0.050,0.309,0.640,BLUE,7
0.027,0.439,0.533,BLUE,7
0.024,0.240,0.736,BLUE,7
0.029,0.419,0.552,BLUE,7
0.051,0.313,0.636,BLUE,7
0.053,0.344,0.602,BLUE,7
0.029,0.343,0.629,BLUE,7
0.047,0.329,0.624,BLUE,7
0.005,0.355,0.640,BLUE,7
0.016,0.428,0.557,BLUE,7
0.043,0.408,0.549,BLUE,7
0.028,0.335,0.637,BLUE,7
0.065,0.440,0.494,BLUE,7
0.004,0.512,0.483,BLUE,7
0.060,0.247,0.693,BLUE,7
0.019,0.507,0.475,BLUE,7
0.040,0.249,0.711,BLUE,7
0.002,0.227,0.771,BLUE,7
0.050,0.347,0.603,BLUE,7
0.039,0.311,0.650,BLUE,7
0.053,0.374,0.573,BLUE,7
0.057,0.267,0.676,BLUE,7
0.023,0.284,0.693,BLUE,7
0.012,0.223,0.765,BLUE,7
0.030,0.345,0.626,BLUE,7
0.037,0.371,0.592,BLUE,7
0.016,0.268,0.716,BLUE,7
0.053,0.246,0.701,BLUE,7
0.007,0.397,0.597,BLUE,7
0.030,0.341,0.629,BLUE,7
0.064,0.277,0.659,BLUE,7
0.031,0.381,0.588,BLUE,7
0.043,0.342,0.615,BLUE,7
0.055,0.333,0.612,BLUE,7
0.039,0.297,0.664,BLUE,7
0.046,0.310,0.644,BLUE,7
0.017,0.327,0.656,BLUE,7
0.012,0.294,0.694,BLUE,7
0.044,0.313,0.642,BLUE,7
0.043,0.192,0.764,BLUE,7
0.056,0.371,0.573,BLUE,7
0.026,0.418,0.557,BLUE,7
0.063,0.388,0.549,BLUE,7
0.037,0.412,0.551,BLUE,7
0.048,0.323,0.630,BLUE,7
0.004,0.328,0.668,BLUE,7
0.024,0.214,0.762,BLUE,7
0.041,0.373,0.585,BLUE,7
0.047,0.308,0.645,BLUE,7
0.072,0.379,0.550,BLUE,7
0.032,0.264,0.704,BLUE,7
0.000,0.367,0.633,BLUE,7
0.044,0.377,0.579,BLUE,7
0.048,0.289,0.663,BLUE,7
0.054,0.388,0.558,BLUE,7
0.035,0.354,0.610,BLUE,7
0.033,0.365,0.602,BLUE,7
0.017,0.330,0.653,BLUE,7
0.021,0.334,0.645,BLUE,7
0.082,0.307,0.612,BLUE,7
0.027,0.341,0.632,BLUE,7
0.034,0.404,0.562,BLUE,7
0.033,0.342,0.625,BLUE,7
0.024,0.223,0.753,BLUE,7
0.047,0.253,0.700,BLUE,7
0.017,0.307,0.676,BLUE,7
0.044,0.320,0.637,BLUE,7
0.062,0.306,0.632,BLUE,7
0.043,0.444,0.512,BLUE,7
0.030,0.408,0.562,BLUE,7
0.032,0.256,0.712,BLUE,7
0.028,0.428,0.544,BLUE,7
0.032,0.312,0.656,BLUE,7
0.015,0.290,0.695,BLUE,7
0.064,0.368,0.568,BLUE,7
0.058,0.404,0.538,BLUE,7
0.067,0.391,0.542,BLUE,7
0.040,0.431,0.529,BLUE,7
0.014,0.268,0.719,BLUE,7
0.010,0.399,0.590,BLUE,7
0.045,0.330,0.625,BLUE,7
0.058,0.370,0.572,BLUE,7
0.007,0.546,0.447,BLUE,7
0.033,0.384,0.583,BLUE,7
0.066,0.401,0.533,BLUE,7
0.025,0.479,0.496,BLUE,7
0.083,0.351,0.566,BLUE,7
0.047,0.316,0.637,BLUE,7
0.060,0.501,0.440,BLUE,7
0.034,0.348,0.618,BLUE,7
0.022,0.204,0.773,BLUE,7
0.025,0.185,0.789,BLUE,7
0.016,0.414,0.570,BLUE,7
0.034,0.436,0.530,BLUE,7
0.032,0.299,0.668,BLUE,7
0.021,0.263,0.716,BLUE,7
0.057,0.377,0.566,BLUE,7
0.044,0.307,0.648,BLUE,7
0.039,0.297,0.664,BLUE,7
0.062,0.299,0.639,BLUE,7
0.053,0.397,0.551,BLUE,7
0.043,0.278,0.679,BLUE,7
0.052,0.366,0.582,BLUE,7
0.058,0.305,0.637,BLUE,7
0.046,0.353,0.601,BLUE,7
0.027,0.426,0.547,BLUE,7
0.019,0.300,0.681,BLUE,7
0.032,0.288,0.680,BLUE,7
0.037,0.337,0.627,BLUE,7
0.036,0.258,0.706,BLUE,7
0.045,0.334,0.622,BLUE,7
0.031,0.378,0.591,BLUE,7
0.007,0.211,0.782,BLUE,7
0.036,0.370,0.594,BLUE,7
0.055,0.350,0.595,BLUE,7
0.022,0.307,0.670,BLUE,7
0.049,0.414,0.537,BLUE,7
0.051,0.267,0.682,BLUE,7
0.040,0.411,0.549,BLUE,7
0.068,0.425,0.508,BLUE,7
0.029,0.303,0.669,BLUE,7
0.079,0.355,0.565,BLUE,7
0.039,0.505,0.456,BLUE,7
0.043,0.273,0.684,BLUE,7
0.050,0.393,0.557,BLUE,7
0.039,0.445,0.516,BLUE,7
0.037,0.366,0.597,BLUE,7
0.036,0.250,0.715,BLUE,7
0.088,0.261,0.651,BLUE,7
0.066,0.303,0.631,BLUE,7
0.065,0.412,0.523,BLUE,7
0.038,0.403,0.559,BLUE,7
0.031,0.333,0.635,BLUE,7
0.029,0.327,0.643,BLUE,7
0.015,0.315,0.670,BLUE,7
0.060,0.413,0.527,BLUE,7
0.052,0.326,0.622,BLUE,7
0.052,0.327,0.621,BLUE,7
0.091,0.380,0.530,BLUE,7
0.089,0.393,0.519,BLUE,7
0.031,0.386,0.583,BLUE,7
0.034,0.221,0.744,BLUE,7
0.018,0.227,0.755,BLUE,7
0.043,0.388,0.569,BLUE,7
0.033,0.387,0.580,BLUE,7
0.034,0.255,0.711,BLUE,7
0.024,0.327,0.649,BLUE,7
0.045,0.346,0.609,BLUE,7
0.038,0.319,0.643,BLUE,7
0.030,0.368,0.602,BLUE,7
0.023,0.480,0.497,BLUE,7
0.082,0.390,0.528,BLUE,7
0.045,0.389,0.566,BLUE,7
0.024,0.333,0.643,BLUE,7
0.052,0.265,0.684,BLUE,7
0.069,0.417,0.514,BLUE,7
0.034,0.337,0.630,BLUE,7
0.042,0.348,0.611,BLUE,7
0.020,0.381,0.599,BLUE,7
0.014,0.291,0.695,BLUE,7
0.033,0.337,0.630,BLUE,7
0.076,0.495,0.428,BLUE,7
0.028,0.338,0.634,BLUE,7
0.072,0.307,0.622,BLUE,7
0.049,0.266,0.686,BLUE,7
0.048,0.438,0.514,BLUE,7
0.061,0.331,0.608,BLUE,7
0.065,0.344,0.590,BLUE,7
0.034,0.227,0.739,BLUE,7
0.039,0.282,0.679,BLUE,7
0.016,0.214,0.770,BLUE,7
0.027,0.309,0.664,BLUE,7
0.037,0.334,0.629,BLUE,7
0.063,0.343,0.594,BLUE,7
0.038,0.292,0.670,BLUE,7
0.029,0.280,0.691,BLUE,7
0.045,0.301,0.654,BLUE,7
0.018,0.473,0.509,BLUE,7
0.023,0.358,0.618,BLUE,7
0.022,0.284,0.694,BLUE,7
0.064,0.363,0.573,BLUE,7
0.017,0.346,0.636,BLUE,7
0.029,0.282,0.689,BLUE,7
0.000,0.293,0.706,BLUE,7
0.070,0.291,0.639,BLUE,7
0.056,0.337,0.606,BLUE,7
0.021,0.456,0.523,BLUE,7
0.016,0.344,0.640,BLUE,7
0.011,0.303,0.687,BLUE,7
0.010,0.381,0.609,BLUE,7
0.040,0.333,0.627,BLUE,7
0.048,0.462,0.489,BLUE,7
0.034,0.464,0.502,BLUE,7
0.019,0.296,0.685,BLUE,7
0.036,0.358,0.606,BLUE,7
0.029,0.411,0.560,BLUE,7
0.051,0.282,0.667,BLUE,7
0.039,0.410,0.552,BLUE,7
0.049,0.339,0.612,BLUE,7
0.086,0.409,0.504,BLUE,7
0.088,0.373,0.538,BLUE,7
0.033,0.213,0.753,BLUE,7
0.043,0.368,0.590,BLUE,7
